strain	subject acc.ver	subject title	species	genotype	E	P	H	F	date	year	location	GeoNames.country_code	GeoNames.admin1_code	GeoNames.admin2_code	GeoNames.admin3_code	GeoNames.admin4_code	GeoNames.geonameid	GeoNames.name	GeoNames.latitude	GeoNames.longitude	GeoNames.feature_code	GeoNames.modification_date
MN307155.1	MN307155.1	Human adenovirus 7 strain HAdV-B/USA_MI/7744/2019/P7H7F7, complete genome	B	66	7	66	7	7	2019-03-22	2019	US.MI	US	MI	?	?	?	5001836	Michigan	44.25029	-85.50033	ADM1	2019-12-30
MN307156.1	MN307156.1	Human adenovirus 7 strain HAdV-B/USA_MI/0380/2019/P7H7F7, complete genome	B	66	7	66	7	7	2019-05-07	2019	US.MI	US	MI	?	?	?	5001836	Michigan	44.25029	-85.50033	ADM1	2019-12-30
MN307157.1	MN307157.1	Human adenovirus 7 strain HAdV-B/USA_WI/6005/2018/P7H7F7, complete genome	B	66	7	66	7	7	2018-11-19	2018	US.WI	US	WI	?	?	?	5279468	Wisconsin	44.50024	-90.00041	ADM1	2019-12-30
MN307158.1	MN307158.1	Human adenovirus 7 strain HAdV-B/USA_WI/6007/2018/P7H7F7, complete genome	B	66	7	66	7	7	2018-11-27	2018	US.WI	US	WI	?	?	?	5279468	Wisconsin	44.50024	-90.00041	ADM1	2019-12-30
MN307159.1	MN307159.1	Human adenovirus 7 strain HAdV-B/USA_WI/6001/2018/P7H7F7, complete genome	B	66	7	66	7	7	2018-12-01	2018	US.WI	US	WI	?	?	?	5279468	Wisconsin	44.50024	-90.00041	ADM1	2019-12-30
MN307160.1	MN307160.1	Human adenovirus 7 strain HAdV-B/USA_WI/6013/2018/P7H7F7, complete genome	B	66	7	66	7	7	2018-12-03	2018	US.WI	US	WI	?	?	?	5279468	Wisconsin	44.50024	-90.00041	ADM1	2019-12-30
MN307161.1	MN307161.1	Human adenovirus 7 strain HAdV-B/USA_WI/5539/2018/P7H7F7, complete genome	B	66	7	66	7	7	2018-12-06	2018	US.WI	US	WI	?	?	?	5279468	Wisconsin	44.50024	-90.00041	ADM1	2019-12-30
MN307162.1	MN307162.1	Human adenovirus 7 strain HAdV-B/USA_WI/5542/2018/P7H7F7, complete genome	B	66	7	66	7	7	2018-12-07	2018	US.WI	US	WI	?	?	?	5279468	Wisconsin	44.50024	-90.00041	ADM1	2019-12-30
MN307163.1	MN307163.1	Human adenovirus 7 strain HAdV-B/USA_WI/5555/2018/P7H7F7, complete genome	B	66	7	66	7	7	2018-12-17	2018	US.WI	US	WI	?	?	?	5279468	Wisconsin	44.50024	-90.00041	ADM1	2019-12-30
MN422292.1	MN422292.1	Human mastadenovirus B strain HAdV-B/USA/HLH 2-11/2019/P7H7F7, complete genome	B	66	7	66	7	7	2019-05-01	2019	US.00	US	00	?	?	?	6252001	United States	39.76	-98.5	PCLI	2020-03-29
MN422293.1	MN422293.1	Human mastadenovirus B strain HAdV-B/USA/HLH 3-19/2019/P7H7F7, complete genome	B	66	7	66	7	7	2019-05-01	2019	US.00	US	00	?	?	?	6252001	United States	39.76	-98.5	PCLI	2020-03-29
MN422294.1	MN422294.1	Human mastadenovirus B strain HAdV-B/USA/HLH 4-22/2019/P7H7F7, complete genome	B	66	7	66	7	7	2019-06-01	2019	US.00	US	00	?	?	?	6252001	United States	39.76	-98.5	PCLI	2020-03-29
MN422295.1	MN422295.1	Human mastadenovirus B strain HAdV-B/USA/HLH 5-27/2019/P7H7F7, complete genome	B	66	7	66	7	7	2019-05-01	2019	US.00	US	00	?	?	?	6252001	United States	39.76	-98.5	PCLI	2020-03-29
MN431241.1	MN431241.1	Human adenovirus D8 isolate VN2017, complete genome	D	8	8	8	8	8	2017-01-01	2017	VN.00	VN	00	?	?	?	1562822	Socialist Republic of Vietnam	16.16667	107.83333	PCLI	2020-07-28
MN513341.1	MN513341.1	Human adenovirus 1 isolate SG05/HAdvC1/2016, complete genome	C	1	2	1	1	1	2016-09-16	2016	SG.00	SG	00	?	?	?	1880251	Republic of Singapore	1.36667	103.8	PCLI	2020-03-29
MN513342.1	MN513342.1	Human adenovirus 2 isolate SG06/HAdvC2/2016, complete genome	C	2	89	2	2	2	2016-09-25	2016	SG.00	SG	00	?	?	?	1880251	Republic of Singapore	1.36667	103.8	PCLI	2020-03-29
MN513344.1	MN513344.1	Human adenovirus 1 isolate SG08/HAdvC1/2016, complete genome	C	1	57	1	1	1	2016-10-12	2016	SG.00	SG	00	?	?	?	1880251	Republic of Singapore	1.36667	103.8	PCLI	2020-03-29
MN513345.1	MN513345.1	Human adenovirus 1 isolate SG09/HAdvC1/2016, complete genome	C	1	2	1	1	1	2016-09-19	2016	SG.00	SG	00	?	?	?	1880251	Republic of Singapore	1.36667	103.8	PCLI	2020-03-29
MN531562.1	MN531562.1	Human mastadenovirus B strain HAdV 7/Haiti-0707/2014, complete genome	B	3	7	66	3	7	2014-11-17	2014	HT.00	HT	00	?	?	?	3723988	Republic of Haiti	19.07582	-72.29616	PCLI	2020-03-29
MN638755.1	MN638755.1	Human adenovirus 7d strain HAdV-B/USA/10476/2019/P7H7F7, complete genome	B	66	7	66	7	7	2019-01-01	2019	US.NY	US	NY	?	?	?	5128638	New York	43.00035	-75.4999	ADM1	2019-12-27
MN638756.1	MN638756.1	Human adenovirus 7d strain HAdV-B/USA/10506/2019/P7H7F7, complete genome	B	66	7	66	7	7	2019-01-01	2019	US.NY	US	NY	?	?	?	5128638	New York	43.00035	-75.4999	ADM1	2019-12-27
MN638757.1	MN638757.1	Human adenovirus 7d strain HAdV-B/USA/13751/2019/P7H7F7, complete genome	B	66	7	66	7	7	2019-01-01	2019	US.NY	US	NY	?	?	?	5128638	New York	43.00035	-75.4999	ADM1	2019-12-27
MN654375.1	MN654375.1	Human adenovirus 55 isolate WPAFB69, complete genome	B	55	55	14	11	14	2009-01-01	2009	KR.00	KR	00	?	?	?	1835841	Republic of Korea	36.5	127.75	PCLI	2020-03-29
MN654376.1	MN654376.1	Human adenovirus 55 isolate WPAFB75, complete genome	B	55	55	14	11	14	2009-01-01	2009	KR.00	KR	00	?	?	?	1835841	Republic of Korea	36.5	127.75	PCLI	2020-03-29
MN654377.1	MN654377.1	Human adenovirus 55 isolate WPAFB48, complete genome	B	55	55	14	11	14	2009-01-01	2009	KR.00	KR	00	?	?	?	1835841	Republic of Korea	36.5	127.75	PCLI	2020-03-29
MN654378.1	MN654378.1	Human adenovirus 55 isolate WPAFB25, complete genome	B	55	55	14	11	14	2009-01-01	2009	KR.00	KR	00	?	?	?	1835841	Republic of Korea	36.5	127.75	PCLI	2020-03-29
MN654379.1	MN654379.1	Human adenovirus 55 isolate WPAFB24, complete genome	B	55	55	14	11	14	2009-01-01	2009	KR.00	KR	00	?	?	?	1835841	Republic of Korea	36.5	127.75	PCLI	2020-03-29
MN654380.1	MN654380.1	Human adenovirus 55 isolate NAMRU3-E3, complete genome	B	55	55	14	11	14	2000-01-01	2000	EG.00	EG	00	?	?	?	357994	Arab Republic of Egypt	27	30	PCLI	2020-03-29
MN654381.1	MN654381.1	Human adenovirus 55 isolate NAMRU3-E4, complete genome	B	55	55	14	11	14	2000-01-01	2000	EG.00	EG	00	?	?	?	357994	Arab Republic of Egypt	27	30	PCLI	2020-03-29
MN654382.1	MN654382.1	Human adenovirus 55 isolate NAMRU3-E66, complete genome	B	55	55	14	11	14	2002-01-01	2002	EG.00	EG	00	?	?	?	357994	Arab Republic of Egypt	27	30	PCLI	2020-03-29
MN654383.1	MN654383.1	Human adenovirus 55 isolate NAMRU3-E72, complete genome	B	55	55	14	11	14	2000-01-01	2000	EG.00	EG	00	?	?	?	357994	Arab Republic of Egypt	27	30	PCLI	2020-03-29
MN654384.1	MN654384.1	Human adenovirus 55 isolate NAMRU3 2008-905223, complete genome	B	55	55	14	11	14	2008-01-01	2008	EG.00	EG	00	?	?	?	357994	Arab Republic of Egypt	27	30	PCLI	2020-03-29
MN654385.1	MN654385.1	Human adenovirus 55 isolate NAMRU3-E6, complete genome	B	55	55	14	11	14	2000-01-01	2000	EG.00	EG	00	?	?	?	357994	Arab Republic of Egypt	27	30	PCLI	2020-03-29
MN654386.1	MN654386.1	Human adenovirus 55 isolate NAMRU3 2007-905716, complete genome	B	55	55	14	11	14	2007-01-01	2007	EG.00	EG	00	?	?	?	357994	Arab Republic of Egypt	27	30	PCLI	2020-03-29
MN654387.1	MN654387.1	Human adenovirus 55 isolate NAMRU3 2009-908968, complete genome	B	55	55	14	11	14	2009-01-01	2009	EG.00	EG	00	?	?	?	357994	Arab Republic of Egypt	27	30	PCLI	2020-03-29
MN654388.1	MN654388.1	Human adenovirus 55 isolate SNG1218, complete genome	B	55	55	14	11	14	2005-01-01	2005	SG.00	SG	00	?	?	?	1880251	Republic of Singapore	1.36667	103.8	PCLI	2020-03-29
MN654389.1	MN654389.1	Human adenovirus 55 isolate SNG1223, complete genome	B	55	55	14	11	14	2005-01-01	2005	SG.00	SG	00	?	?	?	1880251	Republic of Singapore	1.36667	103.8	PCLI	2020-03-29
MN654390.1	MN654390.1	Human adenovirus 55 isolate NAMRU3 2005-909685, complete genome	B	55	55	14	11	14	2005-01-01	2005	EG.00	EG	00	?	?	?	357994	Arab Republic of Egypt	27	30	PCLI	2020-03-29
MN654391.1	MN654391.1	Human adenovirus 55 isolate NAMRU3 2005-908017, complete genome	B	55	55	14	11	14	2005-01-01	2005	EG.00	EG	00	?	?	?	357994	Arab Republic of Egypt	27	30	PCLI	2020-03-29
MN654392.1	MN654392.1	Human adenovirus 55 isolate CDC97026382, complete genome	B	55	55	14	11	14	1997-01-01	1997	US.00	US	00	?	?	?	6252001	United States	39.76	-98.5	PCLI	2020-03-29
MN654393.1	MN654393.1	Human adenovirus 55 isolate WPAFB415, complete genome	B	55	55	14	11	14	2012-01-01	2012	JP.00	JP	00	?	?	?	1861060	Japan	35.68536	139.75309	PCLI	2020-03-29
MN654394.1	MN654394.1	Human adenovirus 55 isolate CADOH VRDL 76-0669, complete genome	B	55	55	14	11	14	1976-01-01	1976	US.00	US	00	?	?	?	6252001	United States	39.76	-98.5	PCLI	2020-03-29
MN654395.1	MN654395.1	Human adenovirus 55 isolate HAdV-11/14 strain 273, complete genome	B	55	55	14	11	14	1969-01-01	1969	ES.00	ES	00	?	?	?	2510769	Kingdom of Spain	40	-4	PCLI	2020-03-29
MN686206.1	MN686206.1	Human adenovirus 21a isolate human/CHN/BB/201903/21, complete genome	B	21	21	21	21	21	2019-03-01	2019	CN.00	CN	00	?	?	?	1814991	People’s Republic of China	35	105	PCLI	2020-07-28
MN737436.1	MN737436.1	Human adenovirus 1 strain QH-1665/2018, complete genome	C	1	1	1	1	1	2018-11-01	2018	CN.00	CN	00	?	?	?	1814991	People’s Republic of China	35	105	PCLI	2020-07-28
MN936177.1	MN936177.1	Human adenovirus E4 strain vaccine, complete genome	E	4	4	4	4	4	2008-09-26	2008	US.00	US	00	?	?	?	6252001	United States	39.76	-98.5	PCLI	2020-03-29
MN936178.1	MN936178.1	Human adenovirus 7 strain vaccine, complete genome	B	66	7	7	7	7	2008-09-26	2008	US.00	US	00	?	?	?	6252001	United States	39.76	-98.5	PCLI	2020-03-29
MN968817.1	MN968817.1	UNVERIFIED: Human mastadenovirus F isolate human/BGD/Dhaka/2017/40 genomic sequence	F	40	40	40	40	40	2017-01-01	2017	BD.81.3026	BD	81	3026	?	?	1337178	Dhaka	23.81093	90.36542	ADM2	2014-10-24
MT113942.1	MT113942.1	Human adenovirus sp. isolate CQ29, complete genome	B	66	7	66	7	7	2019-02-14	2019	CN.00	CN	00	?	?	?	1814991	People’s Republic of China	35	105	PCLI	2020-07-28
MT113943.1	MT113943.1	Human adenovirus sp. isolate CQ45, complete genome	B	66	7	66	7	7	2019-03-25	2019	CN.00	CN	00	?	?	?	1814991	People’s Republic of China	35	105	PCLI	2020-07-28
MT113944.1	MT113944.1	Human adenovirus sp. isolate CQ71, complete genome	B	66	7	66	7	7	2019-05-21	2019	CN.00	CN	00	?	?	?	1814991	People’s Republic of China	35	105	PCLI	2020-07-28
MT263140.1	MT263140.1	Human mastadenovirus C strain human/China/LN/2017/1[P1H1F1], complete genome	C	104	6	1	1	1	2017-11-01	2017	CN.00	CN	00	?	?	?	1814991	People’s Republic of China	35	105	PCLI	2020-07-28
MT325868.1	MT325868.1	Human adenovirus sp. strain JXC012/2011, partial genome	B	55	55	14	11	14	2011-03-03	2011	CN.00	CN	00	?	?	?	1814991	People’s Republic of China	35	105	PCLI	2020-07-28
MT325869.1	MT325869.1	Human adenovirus sp. strain JXC028/2011, partial genome	B	55	55	14	11	14	2011-05-24	2011	CN.00	CN	00	?	?	?	1814991	People’s Republic of China	35	105	PCLI	2020-07-28
MT325870.1	MT325870.1	Human adenovirus sp. strain JXC095/2011, partial genome	B	55	55	14	11	14	2011-07-26	2011	CN.00	CN	00	?	?	?	1814991	People’s Republic of China	35	105	PCLI	2020-07-28
MT325871.1	MT325871.1	Human adenovirus sp. strain JXC007/2012, partial genome	B	55	55	14	11	14	2012-04-24	2012	CN.00	CN	00	?	?	?	1814991	People’s Republic of China	35	105	PCLI	2020-07-28
MT325872.1	MT325872.1	Human adenovirus sp. strain JXC114/2011, partial genome	B	55	55	14	11	14	2011-08-23	2011	CN.00	CN	00	?	?	?	1814991	People’s Republic of China	35	105	PCLI	2020-07-28
MT325873.1	MT325873.1	Human adenovirus 7 strain JX-adv117-2017, partial genome	B	66	7	66	7	7	2017-05-04	2017	CN.00	CN	00	?	?	?	1814991	People’s Republic of China	35	105	PCLI	2020-07-28
MT350344.1	MT350344.1	Human adenovirus 7 isolate BJ20180256/CHN/2018, complete genome	B	66	7	66	7	7	2018-01-01	2018	CN.00	CN	00	?	?	?	1814991	People’s Republic of China	35	105	PCLI	2020-07-28
MT350345.1	MT350345.1	Human adenovirus 7 isolate BJ20180570/CHN/2018, complete genome	B	66	7	66	7	7	2018-01-01	2018	CN.00	CN	00	?	?	?	1814991	People’s Republic of China	35	105	PCLI	2020-07-28
MT350346.1	MT350346.1	Human adenovirus 7 isolate BJ20180683/CHN/2018, complete genome	B	66	7	66	7	7	2018-01-01	2018	CN.00	CN	00	?	?	?	1814991	People’s Republic of China	35	105	PCLI	2020-07-28
MT367394.1	MT367394.1	Human adenovirus 7 isolate HB140/CHN/2015, complete genome	B	66	7	66	7	7	2015-01-01	2015	CN.00	CN	00	?	?	?	1814991	People’s Republic of China	35	105	PCLI	2020-07-28
MT367395.1	MT367395.1	Human adenovirus 7 isolate HB128/CHN/2015, complete genome	B	66	7	66	7	7	2015-01-01	2015	CN.00	CN	00	?	?	?	1814991	People’s Republic of China	35	105	PCLI	2020-07-28
MT367396.1	MT367396.1	Human adenovirus 7 isolate HB115/CHN/2015, complete genome	B	66	7	66	7	7	2015-01-01	2015	CN.00	CN	00	?	?	?	1814991	People’s Republic of China	35	105	PCLI	2020-07-28
MT367397.1	MT367397.1	Human adenovirus 7 isolate HB054/CHN/2014, complete genome	B	66	7	66	7	7	2014-01-01	2014	CN.00	CN	00	?	?	?	1814991	People’s Republic of China	35	105	PCLI	2020-07-28
MT367398.1	MT367398.1	Human adenovirus 7 isolate HB016/CHN/2014, complete genome	B	66	7	66	7	7	2014-01-01	2014	CN.00	CN	00	?	?	?	1814991	People’s Republic of China	35	105	PCLI	2020-07-28
MT367399.1	MT367399.1	Human adenovirus 7 isolate WZ059/CHN/2015, complete genome	B	66	7	66	7	7	2015-01-01	2015	CN.00	CN	00	?	?	?	1814991	People’s Republic of China	35	105	PCLI	2020-07-28
MT367400.1	MT367400.1	Human adenovirus 7 isolate GZ042/CHN/2016, complete genome	B	66	7	66	7	7	2016-01-01	2016	CN.00	CN	00	?	?	?	1814991	People’s Republic of China	35	105	PCLI	2020-07-28
MT367401.1	MT367401.1	Human adenovirus 7 isolate BJ355/CHN/2017, complete genome	B	66	7	66	7	7	2017-01-01	2017	CN.00	CN	00	?	?	?	1814991	People’s Republic of China	35	105	PCLI	2020-07-28
MT367402.1	MT367402.1	Human adenovirus 7 isolate BJ354/CHN/2017, complete genome	B	66	7	66	7	7	2017-01-01	2017	CN.00	CN	00	?	?	?	1814991	People’s Republic of China	35	105	PCLI	2020-07-28
MT367403.1	MT367403.1	Human adenovirus 7 isolate BJ321/CHN/2017, complete genome	B	66	7	66	7	7	2017-01-01	2017	CN.00	CN	00	?	?	?	1814991	People’s Republic of China	35	105	PCLI	2020-07-28
MT367404.1	MT367404.1	Human adenovirus 7 isolate BJ293/CHN/2017, complete genome	B	66	7	66	7	7	2017-01-01	2017	CN.00	CN	00	?	?	?	1814991	People’s Republic of China	35	105	PCLI	2020-07-28
MT367405.1	MT367405.1	Human adenovirus 7 isolate BJ285/CHN/2017, complete genome	B	66	7	66	7	7	2017-01-01	2017	CN.00	CN	00	?	?	?	1814991	People’s Republic of China	35	105	PCLI	2020-07-28
MT367406.1	MT367406.1	Human adenovirus 7 isolate BJ20180723/CHN/2018, complete genome	B	66	7	66	7	7	2018-01-01	2018	CN.00	CN	00	?	?	?	1814991	People’s Republic of China	35	105	PCLI	2020-07-28
MT367407.1	MT367407.1	Human adenovirus 7 isolate BJ20180728/CHN/2018, complete genome	B	66	7	66	7	7	2018-01-01	2018	CN.00	CN	00	?	?	?	1814991	People’s Republic of China	35	105	PCLI	2020-07-28
MT424875.1	MT424875.1	Human mastadenovirus C strain human/CHN/LN2015/2015/[P1H2F2], complete genome	C	2	57	1	2	2	2015-08-01	2015	CN.00	CN	00	?	?	?	1814991	People’s Republic of China	35	105	PCLI	2020-07-28
MT505438.1	MT505438.1	Human adenovirus 11 strain HAdV-B2/USA_GA/8346/2019/P11H11F11, complete genome	B	11	35	11	11	11	2019-03-27	2019	US.GA	US	GA	?	?	?	4197000	Georgia	32.75042	-83.50018	ADM1	2019-12-30
MT505439.1	MT505439.1	Human adenovirus 11 strain HAdV-B2/USA_GA/8348/2019/P11H11F12, complete genome	B	11	35	11	11	11	2019-04-04	2019	US.GA	US	GA	?	?	?	4197000	Georgia	32.75042	-83.50018	ADM1	2019-12-30
MT513753.1	MT513753.1	Human adenovirus 55 isolate CHOP6887, complete genome	B	55	55	14	11	14	2006-01-01	2006	US.00	US	00	?	?	?	6252001	United States	39.76	-98.5	PCLI	2020-03-29
MT777456.1	MT777456.1	UNVERIFIED: Human mastadenovirus F isolate 065_TO_Araguaina, partial genome	F	41	41	41	41	41	2015-08-31	2015	BR.31.1702109	BR	31	1702109	?	?	6319515	Araguaína	-7.31139	-48.62113	ADM2	2014-06-03
MT790998.1	MT790998.1	Human adenovirus 41 isolate 120-Porto-Nacional, complete genome	F	41	41	41	41	41	2013-07-03	2013	BR.31.1718204	BR	31	1718204	?	?	6319601	Porto Nacional	-10.52826	-48.47443	ADM2	2014-06-19
MT790999.1	MT790999.1	Human adenovirus 41 isolate 119-Araguaina, complete genome	F	41	41	41	41	41	2015-09-22	2015	BR.31.1702109	BR	31	1702109	?	?	6319515	Araguaína	-7.31139	-48.62113	ADM2	2014-06-03
MT791000.1	MT791000.1	Human mastadenovirus F isolate 033-Araguaina, complete genome	F	40	40	40	40	40	2014-10-24	2014	BR.31.1702109	BR	31	1702109	?	?	6319515	Araguaína	-7.31139	-48.62113	ADM2	2014-06-03
MT797104.1	MT797104.1	UNVERIFIED: Human mastadenovirus F isolate 032_TO_Araguaina, partial genome	F	41	41	41	41	41	2014-04-25	2014	BR.31.1702109	BR	31	1702109	?	?	6319515	Araguaína	-7.31139	-48.62113	ADM2	2014-06-03
MT797108.1	MT797108.1	UNVERIFIED: Human mastadenovirus F isolate 037_TO_Araguaina, partial genome	F	41	41	41	41	41	2014-09-10	2014	BR.31.1702109	BR	31	1702109	?	?	6319515	Araguaína	-7.31139	-48.62113	ADM2	2014-06-03
MT797109.1	MT797109.1	UNVERIFIED: Human mastadenovirus F isolate 066_TO_Araguaina, partial genome	F	41	41	41	41	41	2015-02-13	2015	BR.31.1702109	BR	31	1702109	?	?	6319515	Araguaína	-7.31139	-48.62113	ADM2	2014-06-03
MT797113.1	MT797113.1	UNVERIFIED: Human mastadenovirus F isolate 067_TO_Araguaina, partial genome	F	41	41	41	41	41	2015-10-03	2015	BR.31.1702109	BR	31	1702109	?	?	6319515	Araguaína	-7.31139	-48.62113	ADM2	2014-06-03
MT797115.1	MT797115.1	UNVERIFIED: Human mastadenovirus F isolate 075_TO_Palmas, partial genome	F	41	41	41	41	41	2010-09-01	2010	BR.31.1721000	BR	31	1721000	?	?	6319626	Palmas	-10.11592	-48.0777	ADM2	2014-06-14
MT797116.1	MT797116.1	UNVERIFIED: Human mastadenovirus F isolate 083_TO_Barra_do_Ouro, partial genome	F	41	41	41	41	41	2013-03-11	2013	BR.31.1703073	BR	31	1703073	?	?	6319525	Barra do Ouro	-7.75845	-47.58781	ADM2	2015-06-07
MT797118.1	MT797118.1	UNVERIFIED: Human mastadenovirus F isolate 076_TO_Palmas, partial genome	F	41	41	41	41	41	2010-09-14	2010	BR.31.1721000	BR	31	1721000	?	?	6319626	Palmas	-10.11592	-48.0777	ADM2	2014-06-14
MT797119.1	MT797119.1	UNVERIFIED: Human mastadenovirus F isolate 086_TO_Araguaina, partial genome	F	41	41	41	41	41	2013-04-11	2013	BR.31.1702109	BR	31	1702109	?	?	6319515	Araguaína	-7.31139	-48.62113	ADM2	2014-06-03
MT797121.1	MT797121.1	UNVERIFIED: Human mastadenovirus F isolate 088_TO_Araguaina, partial genome	F	41	41	41	41	41	2015-08-20	2015	BR.31.1702109	BR	31	1702109	?	?	6319515	Araguaína	-7.31139	-48.62113	ADM2	2014-06-03
MT797127.1	MT797127.1	UNVERIFIED: Human mastadenovirus F isolate 120_TO_Porto_Nacional, partial genome	F	41	41	41	41	41	2013-07-03	2013	BR.31.1718204	BR	31	1718204	?	?	6319601	Porto Nacional	-10.52826	-48.47443	ADM2	2014-06-19
MT797129.1	MT797129.1	UNVERIFIED: Human mastadenovirus F isolate 160_TO_Agua_Azul_do_Norte, partial genome	F	41	41	41	41	41	2015-03-04	2015	BR.16.1500347	BR	16	1500347	?	?	6319366	Água Azul do Norte	-6.63125	-50.62146	ADM2	2015-06-05
MT806170.1	MT806170.1	Human adenovirus 55 strain HB107/CHN/2019, complete genome	B	55	55	14	11	14	2019-05-01	2019	CN.00	CN	00	?	?	?	1814991	People’s Republic of China	35	105	PCLI	2020-07-28
MT806171.1	MT806171.1	Human adenovirus 55 strain HB111/CHN/2019, complete genome	B	55	55	14	11	14	2019-05-01	2019	CN.00	CN	00	?	?	?	1814991	People’s Republic of China	35	105	PCLI	2020-07-28
MT806172.1	MT806172.1	Human adenovirus 55 strain HB201/CHN/2019, complete genome	B	55	55	14	11	14	2019-05-01	2019	CN.00	CN	00	?	?	?	1814991	People’s Republic of China	35	105	PCLI	2020-07-28
MT806173.1	MT806173.1	Human adenovirus 55 strain HB203/CHN/2019, complete genome	B	55	55	14	11	14	2019-05-01	2019	CN.00	CN	00	?	?	?	1814991	People’s Republic of China	35	105	PCLI	2020-07-28
MT806174.1	MT806174.1	Human adenovirus 55 strain HB204/CHN/2019, complete genome	B	55	55	14	11	14	2019-05-01	2019	CN.00	CN	00	?	?	?	1814991	People’s Republic of China	35	105	PCLI	2020-07-28
MT806175.1	MT806175.1	Human adenovirus 55 strain HB208/CHN/2019, complete genome	B	55	55	14	11	14	2019-05-01	2019	CN.00	CN	00	?	?	?	1814991	People’s Republic of China	35	105	PCLI	2020-07-28
MT815556.1	MT815556.1	UNVERIFIED: Human mastadenovirus F isolate 020_TO_Estreito, partial genome	F	41	41	41	41	41	2014-12-15	2014	BR.13.2104057	BR	13	2104057	?	?	6319695	Estreito	-6.77215	-47.16823	ADM2	2015-06-26
MT815557.1	MT815557.1	UNVERIFIED: Human mastadenovirus F isolate 029_TO_Xinguara, partial genome	F	41	41	41	41	41	2014-11-29	2014	BR.16.1508407	BR	16	1508407	?	?	6319492	Xinguara	-6.84897	-49.25573	ADM2	2016-06-23
MT815558.1	MT815558.1	UNVERIFIED: Human mastadenovirus F isolate 021_TO_Araguaina, partial genome	F	41	41	41	41	41	2015-01-14	2015	BR.31.1702109	BR	31	1702109	?	?	6319515	Araguaína	-7.31139	-48.62113	ADM2	2014-06-03
MT815559.1	MT815559.1	UNVERIFIED: Human mastadenovirus F isolate 023_TO_Araguaina, partial genome	F	41	41	41	41	41	2014-08-14	2014	BR.31.1702109	BR	31	1702109	?	?	6319515	Araguaína	-7.31139	-48.62113	ADM2	2014-06-03
MT815560.1	MT815560.1	UNVERIFIED: Human mastadenovirus F isolate 034_TO_Araguaina, partial genome	F	41	41	41	41	41	2014-12-30	2014	BR.31.1702109	BR	31	1702109	?	?	6319515	Araguaína	-7.31139	-48.62113	ADM2	2014-06-03
MT815561.1	MT815561.1	UNVERIFIED: Human mastadenovirus F isolate 052-TO-Araguaina, partial genome	F	41	41	41	41	41	2015-11-14	2015	BR.31.1702109	BR	31	1702109	?	?	6319515	Araguaína	-7.31139	-48.62113	ADM2	2014-06-03
MT815562.1	MT815562.1	UNVERIFIED: Human mastadenovirus F isolate 060_TO_Araguaina, partial genome	F	41	41	41	41	41	2013-11-26	2013	BR.31.1702109	BR	31	1702109	?	?	6319515	Araguaína	-7.31139	-48.62113	ADM2	2014-06-03
MT815563.1	MT815563.1	UNVERIFIED: Human mastadenovirus F isolate 053_TO_Ananas, partial genome	F	41	41	41	41	41	2015-12-10	2015	BR.31.1701002	BR	31	1701002	?	?	6319509	Ananás	-6.14621	-48.21505	ADM2	2014-06-03
MT815565.1	MT815565.1	UNVERIFIED: Human mastadenovirus F isolate 074_TO_Araguaina, partial genome	F	41	41	41	41	41	2011-01-03	2011	BR.31.1702109	BR	31	1702109	?	?	6319515	Araguaína	-7.31139	-48.62113	ADM2	2014-06-03
MT815566.1	MT815566.1	UNVERIFIED: Human mastadenovirus F isolate 078_TO_Araguaina, partial genome	F	41	41	41	41	41	2013-04-16	2013	BR.31.1702109	BR	31	1702109	?	?	6319515	Araguaína	-7.31139	-48.62113	ADM2	2014-06-03
MT815567.1	MT815567.1	UNVERIFIED: Human mastadenovirus F isolate 079_TO_Araguaina, partial genome	F	41	41	41	41	41	2013-01-09	2013	BR.31.1702109	BR	31	1702109	?	?	6319515	Araguaína	-7.31139	-48.62113	ADM2	2014-06-03
MT815568.1	MT815568.1	UNVERIFIED: Human mastadenovirus F isolate 082_TO_Ananas, partial genome	F	41	41	41	41	41	2015-12-10	2015	BR.31.1701002	BR	31	1701002	?	?	6319509	Ananás	-6.14621	-48.21505	ADM2	2014-06-03
MT815569.1	MT815569.1	UNVERIFIED: Human mastadenovirus F isolate 087_TO_Silvanopolis, partial genome	F	41	41	41	41	41	2014-02-28	2014	BR.31.1720655	BR	31	1720655	?	?	6319620	Silvanópolis	-11.11343	-48.22341	ADM2	2016-06-23
MT815570.1	MT815570.1	UNVERIFIED: Human mastadenovirus F isolate 089_TO_Araguaina, partial genome	F	41	41	41	41	41	2014-04-21	2014	BR.31.1702109	BR	31	1702109	?	?	6319515	Araguaína	-7.31139	-48.62113	ADM2	2014-06-03
MT815571.1	MT815571.1	UNVERIFIED: Human mastadenovirus F isolate 090_TO_Araguaina, partial genome	F	41	41	41	41	41	2015-08-05	2015	BR.31.1702109	BR	31	1702109	?	?	6319515	Araguaína	-7.31139	-48.62113	ADM2	2014-06-03
